0,TÔI MUA HÀNG TRỰC TUYẾN NHƯ THẾ NÀO,*,*,Bạn chỉ cần chọn sản phẩm mà bạn muốn mua#Comma sau đó chọn thêm vào giỏ hàng và thực hiện thanh toán.,dulieu.aiml
0,TỦ LẠNH TỐT,*,*,Em xin gợi ý cho anh chị sản phẩm tủ lạnh đến từ hãng sony#Comma anh chị hãy tham khảo ạ.,dulieu.aiml
0,ĐIỆN THOẠI,*,*,Em xin gợi ý cho anh chị sản phẩm điện thoại Iphone X đến từ hãng Apple#Comma anh chị hãy tham khảo ạ.,dulieu.aiml
0,GIÁ ĐIỆN THOẠI IPHONE XS,*,*,Giá của sản phẩm Iphone XS là 20 triệu,dulieu.aiml
0,ĐIỆN THOẠI GIẢM GIÁ,*,*,Hiện tại Năng lượng xanh đang có chương trình giảm giá 30% cho các dòng điện thoại Samsung,dulieu.aiml
0,TIVI GIẢM GIÁ,*,*,Hiện tại Năng lượng xanh đang có chương trình giảm giá 35% cho các dòng tivi LG,dulieu.aiml
0,MÁY GIẶT GIẢM GIÁ,*,*,Hiện tại Năng lượng xanh đang có chương trình giảm giá 35% cho các dòng máy giặt LG,dulieu.aiml
0,TỦ LẠNH,*,*,Em xin gợi ý cho anh chị sản phẩm máy giặt inverter đến từ hãng Samsung#Comma anh chị hãy tham khảo ạ.,dulieu.aiml
0,TIVI,*,*,Em xin gợi ý cho anh chị sản phẩm Smart TiVi đến từ hãng Sony#Comma anh chị hãy tham khảo ạ.,dulieu.aiml
0,ĐỊA CHỈ NĂNG LƯỢNG XANH,*,*,Năng lượng xanh đang có mặt tại số 3 Quang Trung#Comma anh chị vui lòng đến tần shop để tham khảo các sản phẩm,dulieu.aiml
0,GIỜ MỞ CỬA,*,*,Năng lượng xanh mở cửa từ 8h sáng đến 9h tối hằng ngày,dulieu.aiml
0,MÁY GIẶT,*,*,Em xin gợi ý cho anh chị sản phẩm máy giặt đến từ hãng Samsung#Comma anh chị hãy tham khảo ạ.,dulieu.aiml
0,SHIP HÀNG MẤT BAO LÂU,*,*,Năng lượng xanh thực hiện ship hàng và lăp đặt cho quý khách không quá 2 ngày kể từ ngày đặt hàng.,dulieu.aiml
0,MIỂN PHÍ LẮP ĐẶT,*,*,Năng lượng xanh sẽ thực hiện lắp đặt miễn phí đối với các sản phẩm tivi#Comma tủ lạnh#Comma máy giặt...,dulieu.aiml
0,PHÍ SHIP,*,*,Năng lượng xanh sẽ thực hiện ship miển phí cho tất cả các sản phẩm,dulieu.aiml
